CID,SMILES,Estimated Log Kow ,Measured Log Kow  ,Estimated BP (oC),Estimated MP (oC),Estimated VP (mm Hg),Estimated VP (Pa),Estimated Water Sol. (mg/L),HLC (atm-m3/mole); Group Method (Based on Estimated Data),HLC (atm-m3/mole); Bond Method (Based on Estimated Data),Estimated Koc,Estimated Log Koc,BIOWIN1 (Linear Model) Probability ,BIOWIN2 (Non-Linear Model) Probability ,Estimated Atmospheric Oxidation (half-life-days),Indirect Photolysis (Half-Life-days); Measured,Estimated Ozone Reaction (half-life-days),Measured Ozone Reaction (half-life-days),Estimated Hydrolysis (half-life-days),Estimated BCF,Estimated Log BCF,Estimated Volatilization from Model River (half-life-hours),Estimated Volatilization from Model Lake (half-life-hours),STP Biodegradation (%),STP Sludge Adsorption (%),STP Volatilization (%),STP Total Removal (%),AWS_Air,AWS_Water,AWS_Soil,AWS_Sediments,Paws Score-Air,Paws-Score-Water,Paws-Score-Soil,Paws-Score-Sediments,Paws Score (Total),PEQC/aws (half-life-days),PEQC/aws Score,B Score (BCF),B Score (Log Kow),EXPaws Score (BCF),EXPaws Score (Log Kow),EXPEQC/aws Score (BCF),EXPEQC/aws Score (Log Kow),BIOWIN5 (Linear MITI Model) Probability,BIOWIN6 (Non-Linear MITI Model) Probability,BIOWIN3 numerical output ,BIOWIN4 numerical output,Ready biodegradability prediction,STP Total Removal (%) - default,STP Biodegradation (%) - default,STP Adsorption (%) - default,STP Volatilization (%) - default,Subcooled Liquid VP,WATERNT frag Water Sol estimate,KOAWIN LogKoa estimate,KOAWIN LogKoa measured,KOAWIN Log Kaw,AEROWIN Mackay Kp,AEROWIN Octanol/air Kp,AEROWIN Junge-Pankow phi,AEROWIN Mackay phi,AEROWIN Octanol/air phi
8042,C(CCCCCCCCCCCCC)(=O)OC(C)C ,7.17,,316.43,44.42,0.000812,0.1083,0.01354,0.0234,0.00926,12000.0,4.08,0.9014,0.9939,0.5559,,0.0,,3747.0,2765.0,3.442,1.719,156.7,0.76,92.17,1.15,94.08,2.37,21.3,72.0,4.39,3823,21300,72000,4390,101513,14.9,271212,776500,1000000,78825,101513,210596,271212,0.7948,0.9069,3.04,3.9556,YES ,94.08,0.76,92.17,1.15,9.35e-05,0.020917,7.592,,-0.422,0.000241,9.59e-06,0.00862,0.0189,0.000767
8048,C(CCCCCCCCC)(=O)OCC ,4.79,,247.73,12.58,0.0428,5.706,3.517,0.0025,0.00225,711.0,2.852,0.9348,0.9977,0.9055,,0.0,,2817.0,28.52,1.455,1.776,138.0,0.47,61.13,17.44,79.04,4.91,22.1,72.5,0.58,12639,22100,72500,580,107819,12.3,222727,17112,958000,1845,103291,3811,213373,0.9055,0.9566,3.195,4.0567,YES ,79.04,0.47,61.13,17.44,0.0411,4.477,5.826,,-1.036,5.47e-07,1.64e-07,1.98e-05,4.38e-05,1.32e-05
8049,C(CCCCCCCCC(=O)OCC)(=O)OCC ,4.33,,293.66,-6.58,0.0015,0.2,4.231,9.3e-07,5.35e-06,348.5,2.542,0.9729,0.9994,0.8547,,0.0,,1408.0,14.19,1.152,1014.0,11200.0,0.45,46.43,0.03,46.91,1.48,24.7,73.4,0.362,3607,24700,73400,362,102069,20.0,364394,8514,866000,869,88391,3102,315565,1.126,0.9865,2.9086,3.9329,YES ,46.91,0.45,46.43,0.03,0.000508,6.3126,7.99,,-3.66,4.43e-05,2.4e-05,0.0016,0.00353,0.00192
8051,CC(CCCCC)=O ,1.73,1.98,141.64,-42.77,4.91,654.6,2145.0,0.000158,0.000154,27.3,1.436,0.8084,0.9415,1.309,0.9142,0.0,,,9.406,0.973,4.792,141.9,0.09,2.0,7.64,9.73,4.83,34.8,60.3,0.103,12546,34800,60300,103,107749,11.5,209849,5644,57300,608,6174,1184,12024,0.6887,0.8605,3.2227,3.9298,YES ,9.73,0.09,2.0,7.64,3.86,3740.2,4.141,4.15,-2.161,5.83e-09,3.47e-09,2.11e-07,4.66e-07,2.77e-07
8063,C(CCCC)=O ,1.31,,108.96,-67.54,32.9,4386.0,9718.0,0.000169,0.000159,3.268,0.514,1.0996,1.0,0.3901,0.3753,0.0,,,3.385,0.53,4.643,128.5,0.09,1.73,6.81,8.63,3.82,45.4,50.7,0.0841,4205,29510,32955,55,66724,6.8,123485,2031,12250,136,817,251,1513,1.0159,0.9835,3.3295,4.1892,YES ,8.63,0.09,1.73,6.81,26.0,22822.0,3.531,,-2.221,8.65e-10,8.34e-10,3.13e-08,6.92e-08,6.67e-08
8077,C(C)SSCC ,2.86,,158.83,-45.22,3.31,441.3,358.7,,0.00214,131.5,2.119,0.6893,0.7812,0.04458,,0.0,,,1.624,0.211,1.429,108.3,0.07,3.33,44.83,48.23,0.679,40.9,58.1,0.288,91,40900,58100,288,99379,6.7,121970,974,434661,97,43196,119,53016,0.4481,0.4736,2.929,3.6714,NO ,48.23,0.07,3.33,44.83,4.28,313.84,3.916,,-1.056,5.26e-09,2.02e-09,1.9e-07,4.21e-07,1.62e-07
8078,C1CCCCC1 ,3.18,3.44,89.72,-82.72,93.9,12500.0,43.02,0.194,0.255,145.8,2.164,0.7075,0.8598,1.262,1.428,0.0,,,86.44,1.937,0.9397,87.17,0.04,6.2,92.14,98.38,29.5,67.0,2.97,0.507,116238,67000,2970,507,186715,3.8,69470,51864,688000,9684,128460,3603,47795,0.5801,0.8198,3.0132,3.7263,YES ,98.38,0.04,6.2,92.14,96.9,48.757,2.652,2.74,0.788,2.32e-10,1.35e-10,8.39e-09,1.86e-08,1.08e-08
8082,N1CCCCC1 ,1.19,0.84,127.91,-24.69,28.9,3853.0,249000.0,4.25e-06,1.72e-05,54.73,1.738,0.8608,0.9483,0.1207,,0.0,,,3.162,0.5,122.3,1412.0,0.09,1.78,0.25,2.12,0.336,30.5,69.0,0.125,121,30500,69000,125,99746,17.4,316667,1897,4151,189,414,601,1314,0.5907,0.7242,3.0354,3.7682,YES ,2.12,0.09,1.78,0.25,32.1,458000.0,4.58,4.04,-3.74,7.01e-10,2.69e-09,2.53e-08,5.61e-08,2.15e-07
8091,C(CCCCCCC)(=O)OC ,3.32,,190.83,-20.94,0.513,68.39,101.9,0.00093,0.00096,117.5,2.07,0.9548,0.9988,1.418,,0.0,,1209.0,72.0,1.857,2.224,129.7,0.13,8.25,22.94,31.31,9.51,28.5,61.8,0.158,37231,18525,40170,103,96028,8.1,146970,43200,664000,4148,63763,6349,97588,0.8824,0.9534,3.288,4.1175,YES ,31.31,0.13,8.25,22.94,0.54,144.42,4.815,,-1.495,4.17e-08,1.6e-08,1.5e-06,3.33e-06,1.28e-06
8093,CC(CCCCCC)=O ,2.22,2.37,163.6,-30.72,1.87,249.3,884.2,0.000223,0.000204,49.75,1.697,0.8018,0.9295,1.116,0.9724,0.0,,,17.01,1.231,4.682,146.0,0.09,2.52,8.29,10.9,4.44,30.2,65.2,0.117,12226,30200,65200,117,107743,12.7,231061,10206,140654,1100,15154,2358,32500,0.6963,0.8634,3.1917,3.9096,YES ,10.9,0.09,2.52,8.29,1.35,1219.5,4.484,,-2.114,1.67e-08,7.48e-09,6.02e-07,1.33e-06,5.99e-07
8094,C(CCCCCC)(=O)O ,2.54,2.42,226.86,37.45,0.117,15.6,1955.0,1.65e-06,2.26e-06,15.88,1.201,0.8667,0.9746,1.542,,0.0,,,3.162,0.5,1029.0,11300.0,0.1,2.79,0.04,2.92,3.7,33.4,62.8,0.0775,15643,21710,40820,50,78223,11.7,212879,1897,157816,148,12345,404,33596,0.7535,0.8878,3.5744,4.3145,YES ,2.92,0.1,2.79,0.04,0.0107,3453.1,6.996,,-4.576,2.1e-06,2.43e-06,7.59e-05,0.000168,0.000195
8103,C(CCCCC)O ,1.82,2.03,159.09,-37.86,0.881,117.5,6885.0,1.94e-05,1.76e-05,11.53,1.062,0.9661,0.9892,1.101,0.8557,0.0,,,10.15,1.006,35.64,473.6,0.1,2.16,0.94,3.2,3.5,36.7,59.8,0.0793,8539,23855,38870,52,71315,10.1,184091,6090,64291,434,4585,1121,11835,0.8168,0.9397,3.4317,4.0988,YES ,3.2,0.1,2.16,0.94,0.928,7135.9,5.185,5.18,-3.155,2.42e-08,3.72e-08,8.76e-07,1.94e-06,2.97e-06
8118,C(CC)SCCC ,2.88,,139.69,-56.74,5.57,742.6,351.1,0.00415,0.00244,239.7,2.38,0.6913,0.7908,0.4806,0.5348,0.0,,,37.11,1.569,1.306,105.4,0.06,3.17,54.41,57.64,6.14,35.6,57.9,0.389,9539,35600,57900,389,103428,7.5,137121,22266,455147,2303,47075,3053,62410,0.5589,0.7046,2.9379,3.6771,YES ,57.64,0.06,3.17,54.41,6.45,270.46,3.758,,-0.878,3.49e-09,1.41e-09,1.26e-07,2.79e-07,1.12e-07
8122,C(CCCCCCCCCCCCCCCCC)(=O)OCC ,8.72,,360.59,90.61,6.27e-05,0.008359,0.0003691,0.0397,0.0217,86500.0,4.937,0.8814,0.9889,0.4627,,0.0,,2817.0,482.9,2.684,1.83,168.2,0.78,93.21,0.06,94.04,1.14,24.6,71.9,2.31,1539,24600,71900,2310,100349,18.6,337879,289740,1000000,29075,100349,97897,337879,0.967,0.9641,2.947,3.8948,YES ,94.04,0.78,93.21,0.06,3.11e-06,0.00035319,8.772,,-0.052,0.00723,0.000145,0.207,0.367,0.0115
8125,C=CCCCCCC ,4.13,4.57,118.13,-69.84,16.5,2200.0,3.885,1.07,0.632,436.8,2.64,0.8026,0.963,0.3241,,0.955,1.415,,481.2,2.682,1.082,100.6,0.11,35.91,63.68,99.7,9.58,86.0,2.89,1.51,7579,86000,2890,1510,97979,3.0,54167,288720,914000,28288,89553,15639,49508,0.6444,0.8233,3.2495,3.9549,YES ,99.7,0.11,35.91,63.68,17.4,3.9536,3.161,3.35,1.409,1.29e-09,5.5e-10,4.67e-08,1.03e-07,4.4e-08
8129,C(CCCCCC)O ,2.31,2.62,180.33,-26.03,0.299,39.86,1940.0,2.74e-05,2.34e-05,21.01,1.322,0.9594,0.9869,0.9611,0.7807,0.0,,,24.87,1.396,34.67,468.6,0.1,3.36,1.02,4.48,3.13,34.2,62.6,0.0856,4724,22230,40690,56,67700,10.4,189394,14922,250122,1010,16933,2826,47372,0.8245,0.9411,3.4007,4.0786,YES ,4.48,0.1,3.36,1.02,0.234,2356.7,5.734,,-3.114,9.62e-08,1.33e-07,3.47e-06,7.69e-06,1.06e-05
8137,C(C#CCCCCCC)(=O)OC ,3.1,,224.53,37.54,0.0749,9.986,142.5,,0.000134,214.1,2.331,0.9501,0.9986,0.6533,,382.0,,159.1,51.21,1.709,6.991,185.0,0.13,6.28,5.97,12.38,2.93,25.6,71.2,0.208,3929,16640,46280,135,66984,10.7,194697,30726,620000,2058,41530,5982,120712,0.8033,0.909,3.2659,4.103,YES ,12.38,0.13,6.28,5.97,0.0972,143.68,5.361,,-2.261,2.31e-07,5.64e-08,8.36e-06,1.85e-05,4.51e-06
8159,C(C)(=O)OCCCCCCC ,3.32,3.46,190.83,-20.94,0.511,68.13,77.35,0.000888,0.00096,112.2,2.05,0.9548,0.9988,1.209,,0.0,,782.6,89.11,1.95,2.113,128.5,0.14,10.48,24.31,34.92,9.22,29.7,60.9,0.16,18033,19305,39585,104,77027,7.7,139394,53466,692000,4118,53303,7453,96461,0.8824,0.9534,3.288,4.1175,YES ,34.92,0.14,10.48,24.31,0.466,144.42,4.866,,-1.406,4.83e-08,1.8e-08,1.74e-06,3.86e-06,1.44e-06
8163,CC(CCCCCCCCC)=O ,3.69,4.09,224.03,3.83,0.112,14.93,19.71,0.000629,0.000478,301.1,2.479,0.7817,0.8788,0.7737,,0.0,,,9.801,0.991,13.34,255.0,0.35,33.58,2.12,36.05,1.93,23.3,74.4,0.305,2896,23300,74400,305,100901,18.0,327273,5881,818000,593,82537,1925,267709,0.7194,0.8719,3.0987,3.8489,YES ,36.05,0.35,33.58,2.12,0.0414,39.664,6.675,,-2.585,5.43e-07,1.16e-06,1.96e-05,4.35e-05,9.29e-05
8174,C(CCCCCCCCC)O ,3.79,4.57,238.62,7.89,0.0109,1.453,28.21,7.74e-05,5.47e-05,127.1,2.104,0.9393,0.9764,0.696,,0.0,,,20.32,1.308,24.3,370.6,0.54,58.86,0.64,60.05,2.6,28.1,69.1,0.163,3639,18265,44915,106,66925,11.2,203788,12192,914000,816,61169,2485,186262,0.8475,0.9451,3.3077,4.0179,YES ,60.05,0.54,58.86,0.64,0.00851,78.606,7.453,,-2.883,2.64e-06,6.97e-06,9.55e-05,0.000211,0.000557
8175,C(CCCCCCCCC)=O ,3.76,,216.09,-8.09,0.235,31.33,43.52,0.000952,0.000655,65.7,1.818,1.0662,0.9999,0.3102,,0.0,,,141.2,2.15,1.682,123.2,0.17,16.65,34.66,51.48,5.09,47.4,47.3,0.214,3885,47400,47300,214,98799,5.9,106818,84720,752000,8370,74297,9050,80327,1.0544,0.9854,3.1745,4.088,YES ,51.48,0.17,16.65,34.66,0.103,85.498,4.893,,-1.133,2.18e-07,1.92e-08,7.89e-06,1.75e-05,1.53e-06
8180,C(CCCCCCCCCC)(=O)O ,4.51,4.42,294.24,72.49,0.00521,0.6946,21.39,6.58e-06,7.02e-06,175.2,2.244,0.84,0.9453,0.8496,,0.0,,,3.162,0.5,122.8,1455.0,0.49,51.22,0.17,51.87,2.71,28.2,68.9,0.2,4316,18330,44785,130,67561,11.7,212879,1897,884000,128,59724,404,188185,0.7842,0.8972,3.4504,4.2336,YES ,51.87,0.49,51.22,0.17,0.00414,35.137,7.963,,-3.543,5.43e-06,2.25e-05,0.000196,0.000435,0.0018
8184,C(CCCCCCCCCC)O ,4.28,,256.24,18.67,0.0051,0.6799,43.04,0.000109,7.26e-05,231.7,2.365,0.9327,0.9713,0.6374,,0.0,,,13.06,1.116,11.93,240.2,0.42,43.24,2.0,45.67,2.59,26.3,70.9,0.225,3415,17095,46085,146,66741,11.1,202273,7836,856000,523,57130,1585,173145,0.8552,0.9463,3.2767,3.9977,YES ,45.67,0.42,43.24,2.0,0.00297,24.849,6.808,,-2.528,7.58e-06,1.58e-06,0.000274,0.000606,0.000126
8186,C(CCCCCCCCCC)=O ,4.25,,234.81,3.01,0.0608,8.106,14.27,0.00134,0.000869,119.7,2.078,1.0595,0.9999,0.298,,0.0,,,12.57,1.099,1.902,130.2,0.32,37.14,21.42,58.88,3.28,34.9,61.6,0.23,2422,34900,61600,230,99152,8.1,147727,7542,850000,748,84279,1114,125568,1.0621,0.9858,3.1435,4.0677,YES ,58.88,0.32,37.14,21.42,0.0578,27.056,5.699,,-1.449,3.89e-07,1.23e-07,1.41e-05,3.11e-05,9.820000000000001e-06
8193,C(CCCCCCCCCCC)O ,4.77,5.13,272.96,29.19,0.00181,0.2413,6.898,0.000154,9.63e-05,422.3,2.626,0.926,0.9652,0.5879,,0.0,,,47.59,1.678,37.39,522.4,0.7,80.61,0.17,81.48,1.34,24.3,74.0,0.413,1670,24300,74000,413,100383,18.8,342424,28554,1000000,2866,100383,9778,342424,0.8629,0.9476,3.2457,3.9774,YES ,81.48,0.7,80.61,0.17,0.000848,7.8034,8.172,,-3.042,2.65e-05,3.65e-05,0.000957,0.00212,0.00291
8205,C(C)(=O)OCCCCCCCCCCCC ,5.78,,281.15,25.16,0.0121,1.613,0.3631,0.00499,0.00396,2256.0,3.353,0.9214,0.9966,0.6721,,0.0,,1756.0,126.8,2.103,1.719,145.5,0.69,86.01,5.39,92.09,3.3,19.5,75.9,1.38,4511,19500,75900,1380,101291,13.7,248485,76080,1000000,7706,101291,18905,248485,0.9208,0.9586,3.133,4.0163,YES ,92.09,0.69,86.01,5.39,0.0123,0.4304,6.571,,-0.791,1.83e-06,9.14e-07,6.61e-05,0.000146,7.31e-05
8294,C(C)(=O)OC(C)(C=C)CCC=C(C)C ,4.39,3.93,228.95,-2.09,0.131,17.47,20.12,,0.00174,432.4,2.636,0.6443,0.9294,0.09201,,0.02654,,1740.0,182.0,2.26,1.901,138.2,0.21,22.37,31.48,54.06,0.13,21.6,77.8,0.518,34,75600,272300,1813,349747,16.6,301515,109200,786000,38192,274901,32925,236991,0.6648,0.6802,2.6935,3.6401,NO ,54.06,0.21,22.37,31.48,0.111,40.617,5.078,,-1.148,2.03e-07,2.94e-08,7.32e-06,1.62e-05,2.35e-06
8363,C(C1=CC=CC=C1O)(=O)OCC2=CC=CC=C2 ,4.31,,354.87,115.48,1.8e-05,0.0024,24.59,2.87e-11,3.67e-07,3295.0,3.518,1.057,0.9986,0.6199,,0.0,,634.7,324.8,2.512,2412.0,26400.0,0.44,45.36,0.01,45.81,1.01,22.5,74.2,2.33,1306,22500,74200,2330,100336,21.4,388636,194880,862000,19554,86490,75737,335005,0.4593,0.457,2.9134,3.792,NO ,45.81,0.44,45.36,0.01,0.000205,23.419,9.134,,-4.824,0.00011,0.000334,0.00395,0.0087,0.026
8375,OC1=C(C=CC=C1)C(C)=O ,1.97,1.92,246.89,51.94,0.0702,9.359,7571.0,1.34e-09,1.29e-06,67.95,1.832,0.8054,0.8221,0.3493,,0.0,,,2.232,0.349,530.8,5888.0,0.09,2.08,0.07,2.25,0.828,29.3,69.7,0.135,696,29300,69700,135,99831,18.2,330303,1339,49906,134,4982,442,16484,0.5223,0.6028,2.9322,3.6688,YES ,2.25,0.09,2.08,0.07,0.0648,198000.0,6.198,,-4.278,3.47e-07,3.87e-07,1.25e-05,2.78e-05,3.1e-05
8419,C(C1=CC(=C(OC)C=C1)OC)=O ,1.36,1.22,258.28,46.55,0.00365,0.4866,5820.0,1.86e-05,4.7e-08,10.0,1.0,1.2169,1.0,0.3824,,0.0,,,2.965,0.472,41.89,565.1,0.09,1.8,1.02,2.92,0.928,43.8,55.1,0.105,838,153300,192850,368,347356,23.4,425000,1779,9958,618,3459,756,4232,1.0451,0.9712,2.738,3.9589,NO ,2.92,0.09,1.8,1.02,0.00532,1778.2,6.936,,-5.716,4.23e-06,2.12e-06,0.000153,0.000338,0.000169
8438,C1=C(C=O)C=CC2=C1OCO2 ,1.77,1.05,256.96,55.96,0.0106,1.413,9612.0,0.00037,1.56e-08,10.0,1.0,1.2245,1.0,0.3753,,0.0,,,2.29,0.36,1282.0,14100.0,0.09,1.8,0.03,1.92,0.995,39.2,59.8,0.0882,885,39200,59800,88,99974,16.1,293182,1374,6732,137,673,403,1974,1.1117,0.9849,2.7735,3.982,YES ,1.92,0.09,1.8,0.03,0.0131,591.58,5.69,,-4.64,1.72e-06,1.2e-07,6.2e-05,0.000137,9.62e-06
8452,C1(CCCC1)=O ,0.63,0.38,130.58,-40.55,12.0,1600.0,60800.0,9.09e-06,3.85e-05,9.535,0.979,0.7143,0.796,1.564,3.638,0.0,,,3.162,0.5,54.63,672.9,0.09,1.76,0.56,2.41,5.42,38.8,55.7,0.0865,16565,38800,55700,87,111151,15.8,286364,1897,1439,211,160,543,412,0.6585,0.8672,2.9908,3.7042,YES ,2.41,0.09,1.76,0.56,11.4,80805.0,3.768,3.67,-3.388,1.97e-09,1.15e-09,7.13e-08,1.58e-07,9.19e-08
8456,CC(C)(C)C1=C(C=CC(=C1)OC)O ,3.5,,265.53,66.21,0.00234,0.312,212.8,1.17e-06,8.56e-08,840.7,2.925,0.7255,0.8679,0.2967,,0.0,,,57.07,1.756,673.2,7457.0,0.18,12.84,0.06,13.09,0.291,18.3,80.5,0.854,214,64050,281750,2989,349003,44.2,803030,34242,700000,11951,244302,27497,562121,0.5293,0.4926,2.587,3.5511,NO ,13.09,0.18,12.84,0.06,0.00406,742.97,8.956,,-5.456,5.54e-06,0.000222,0.0002,0.000443,0.0174
8467,O=CC1=CC(=C(O)C=C1)OCC ,1.55,1.58,290.04,81.44,0.000293,0.03906,2867.0,3.79e-09,1.1e-10,16.97,1.23,1.2008,1.0,0.3272,,0.0,,,5.123,0.71,199000.0,2170000.0,0.09,1.91,0.0,2.0,0.0713,28.3,71.5,0.072,57,28300,71500,72,99929,26.3,477273,3074,22811,307,2280,1467,10887,0.9631,0.9566,2.8525,3.9214,YES ,2.0,0.09,1.91,0.0,3.44e-05,3498.4,9.927,,-8.347,0.000654,0.00207,0.0231,0.0497,0.142
8468,OC1=C(C=C(C(=O)O)C=C1)OC ,1.22,1.43,326.33,117.73,1.48e-06,0.0001973,3770.0,4.56e-12,6.67e-13,13.9,1.143,1.0921,0.998,0.8793,,0.0,,,3.162,0.5,167000000.0,1820000000.0,0.09,1.86,0.0,1.95,0.000102,28.7,71.2,0.0694,0,28700,71200,69,99970,27.3,496212,1897,16149,190,1614,941,8013,0.8734,0.9095,2.9137,3.7297,YES ,1.95,0.09,1.86,0.0,0.000142,2791.1,11.994,,-10.564,0.000158,0.242,0.00569,0.0125,0.951
8615,C(C1=CC=CC=C1N)(=O)OCCC2=CC=CC=C2 ,4.46,,374.21,128.76,3.2e-06,0.0004266,4.073,2.08e-10,1.32e-09,2252.0,3.353,0.7559,0.9842,0.2509,,0.0,,1723.0,409.4,2.612,4370000.0,47700000.0,0.51,53.4,0.0,53.91,0.00155,11.3,87.2,1.44,1,39550,305200,5040,349791,77.1,1000000,245640,892000,85923,312014,245640,892000,0.248,0.1377,2.6184,3.5566,NO ,53.91,0.51,53.4,0.0,3.49e-05,9.7187,11.731,,-7.271,0.000645,0.132,0.0228,0.049,0.914
8635,C(C1=CC=CC=C1N)(=O)OC ,2.26,1.88,263.57,55.76,0.0197,2.626,1860.0,7.39e-09,1.23e-08,33.02,1.519,0.616,0.9541,0.3073,,0.0,,2007.0,8.08,0.907,382.1,4272.0,0.09,2.05,0.11,2.25,0.805,32.9,66.2,0.105,610,32900,66200,105,99815,17.1,310606,4848,45515,484,4543,1506,14137,0.4817,0.4704,2.8704,3.7502,NO ,2.25,0.09,2.05,0.11,0.0271,5709.0,5.992,,-4.112,8.3e-07,2.41e-07,3e-05,6.64e-05,1.93e-05
8658,C(C1=CC=CC=C1OC)=O ,1.79,1.72,221.63,12.84,0.0286,3.813,2951.0,2.28e-05,7.95e-07,10.0,1.0,1.0993,1.0,0.4315,,0.0,,,6.337,0.802,31.15,437.7,0.09,1.94,1.24,3.28,1.58,40.1,58.2,0.0903,1567,40100,58200,90,99958,14.2,257576,3802,31488,380,3148,979,8111,0.947,0.9594,2.8625,3.9251,YES ,3.28,0.09,1.94,1.24,0.0371,3096.1,6.209,,-4.489,6.06e-07,3.97e-07,2.19e-05,4.85e-05,3.18e-05
8697,C(C)C(C(=O)O)CCCC ,2.96,2.64,234.2,37.72,0.0626,8.346,1111.0,3.62e-06,3e-06,27.21,1.435,0.86,0.9692,1.308,,0.0,,,3.162,0.5,247.9,2805.0,0.11,3.45,0.16,3.72,3.82,32.6,63.5,0.0887,7789,21190,41275,58,70312,11.3,205303,1897,261910,133,18415,390,53771,0.6121,0.7602,3.5434,4.2943,YES ,3.72,0.11,3.45,0.16,0.0401,1861.5,6.574,,-3.934,5.61e-07,9.2e-07,2.03e-05,4.49e-05,7.36e-05
8712,C1(=CC=CC=C1S)C ,3.23,,196.65,-13.97,0.463,61.73,167.9,0.000362,0.000576,382.9,2.583,0.7431,0.8608,0.7634,,0.0,,,63.1,1.8,2.94,125.5,0.13,7.47,13.19,20.79,2.72,20.5,76.5,0.324,4046,20500,76500,324,101370,15.8,287121,37860,646000,3838,65485,10870,185480,0.417,0.4324,2.8499,3.6,NO ,20.79,0.13,7.47,13.19,0.642,75.619,4.858,,-1.628,3.5e-08,1.77e-08,1.27e-06,2.8e-06,1.42e-06
8723,CC(CO)CC ,1.26,1.29,123.17,-61.49,4.54,605.3,32200.0,1.65e-05,1.33e-05,5.568,0.746,0.8643,0.9466,1.247,,0.0,,,3.297,0.518,39.94,514.5,0.09,1.82,0.78,2.69,3.41,42.2,54.3,0.0872,6781,42200,54300,87,103368,14.4,262121,1978,11699,204,1209,519,3067,0.66,0.8561,3.1643,3.85,YES ,2.69,0.09,1.82,0.78,3.12,35529.0,4.529,,-3.239,7.21e-09,8.3e-09,2.6e-07,5.77e-07,6.64e-07
8785,C(C)(=O)OCC1=CC=CC=C1 ,2.08,1.96,215.57,-0.5,0.187,24.93,1605.0,1.51e-06,1.42e-05,114.6,2.059,0.9783,0.9988,1.676,,0.0,,198.2,9.124,0.96,64.75,809.1,0.09,2.1,0.63,2.83,2.86,26.9,70.0,0.173,6583,26900,70000,173,103656,18.6,337879,5474,54721,567,5672,1850,18489,0.5949,0.7562,3.0295,3.8649,YES ,2.83,0.09,2.1,0.63,0.177,839.48,5.295,,-3.335,1.27e-07,4.84e-08,4.59e-06,1.02e-05,3.87e-06
8797,C(C)(=O)OC1=CC=C(C=C1)C ,2.14,2.11,215.56,5.75,0.192,25.6,1195.0,,7.15e-05,100.9,2.004,0.9049,0.9961,2.731,,0.0,,91.91,11.46,1.059,11.29,225.9,0.09,2.2,3.61,5.9,4.98,25.7,69.2,0.151,13925,25700,69200,151,108976,17.1,310606,6876,77295,749,8423,2136,24008,0.6838,0.809,2.9327,3.7915,YES ,5.9,0.09,2.2,3.61,0.178,862.32,4.644,,-2.534,1.26e-07,1.08e-08,4.57e-06,1.01e-05,8.65e-07
8815,C(C=C)C1=CC=C(C=C1)OC ,3.47,,209.93,-1.19,0.165,22.0,84.55,,0.000462,521.0,2.717,0.8636,0.9766,0.1971,,0.955,,,90.06,1.955,2.785,132.5,0.16,11.23,15.15,26.53,0.446,14.3,84.8,0.413,231,50050,296800,1445,348527,29.5,536364,54036,694000,18833,241878,28983,372236,0.4626,0.5077,2.7387,3.6425,NO ,26.53,0.16,11.23,15.15,0.153,31.112,5.194,,-1.724,1.47e-07,3.84e-08,5.31e-06,1.18e-05,3.07e-06
8857,C(C)(=O)OCC ,0.86,0.73,77.91,-82.08,98.3,13100.0,29900.0,0.000158,0.000233,5.583,0.747,0.8798,0.9971,6.278,6.685,0.0,,664.1,3.162,0.5,5.059,133.9,0.09,1.68,6.3,8.07,15.2,41.1,43.7,0.0848,53252,41100,43700,85,138137,11.0,200000,1897,3222,262,445,379,644,0.844,0.9477,3.1447,3.9496,YES ,8.07,0.09,1.68,6.3,93.2,38942.0,2.991,2.7,-2.261,2.41e-10,1.23e-10,8.72e-09,1.93e-08,9.84e-09
8878,C(CCCCCC)(=O)OCC=C ,3.67,,209.25,-10.81,0.227,30.26,44.64,0.000909,0.000949,214.1,2.331,0.9491,0.9985,0.3173,,0.955,,446.2,123.4,2.091,2.172,133.1,0.17,15.25,23.24,38.67,2.07,27.3,70.4,0.222,1610,17745,45760,144,65259,8.2,149242,74040,734000,4832,47900,11050,109544,0.8648,0.9393,3.2615,4.1001,YES ,38.67,0.17,15.25,23.24,0.209,46.687,5.081,,-1.411,1.08e-07,2.96e-08,3.89e-06,8.61e-06,2.37e-06
8892,C(CCCCC)(=O)O ,2.05,1.92,207.76,26.23,0.278,37.06,5898.0,1.17e-06,1.7e-06,8.715,0.94,0.8734,0.9791,1.936,,0.0,,,3.162,0.5,833.6,9184.0,0.09,2.08,0.04,2.22,4.4,35.5,60.0,0.0732,10791,23075,39000,48,72914,11.5,208333,1897,49906,138,3639,395,10397,0.7458,0.8854,3.6054,4.3348,YES ,2.22,0.09,2.08,0.04,0.0435,10610.0,6.429,,-4.509,5.17e-07,6.59e-07,1.87e-05,4.14e-05,5.27e-05
8908,C(C)(=O)OCCCCCC ,2.83,,170.05,-32.64,1.45,193.3,308.7,0.000629,0.000723,61.58,1.789,0.9615,0.999,1.438,,0.0,,782.6,34.14,1.533,2.552,128.5,0.1,3.87,18.33,22.3,10.1,31.2,58.7,0.121,21610,20280,38155,79,80124,7.8,141667,20484,405650,1641,32502,2902,57467,0.8747,0.9523,3.319,4.1377,YES ,22.3,0.1,3.87,18.33,1.32,453.25,4.494,4.58,-1.664,1.7e-08,9.33e-09,6.16e-07,1.36e-06,7.47e-07
